font,ascent-override,descent-override,line-gap-override
"/ofl/davidlibre/DavidLibre-Medium.ttf",varies by OS,varies by OS,varies by OS
"/ofl/davidlibre/DavidLibre-Regular.ttf",varies by OS,varies by OS,varies by OS
"/ofl/dawningofanewday/DawningofaNewDay.ttf",1.124023438,0.48828125,0
"/ofl/daysone/DaysOne-Regular.ttf",0.99609375,0.2768554688,0
"/ofl/decovaralpha/DecovarAlpha-VF.ttf",varies by OS,varies by OS,varies by OS
"/ofl/dekko/Dekko-Regular.ttf",0.91,0.519,0
"/ofl/delagothicone/DelaGothicOne-Regular.ttf",1.16,0.288,0
"/ofl/delius/Delius-Regular.ttf",0.986,0.27,0
"/ofl/deliusswashcaps/DeliusSwashCaps-Regular.ttf",0.986,0.27,0
"/ofl/deliusunicase/DeliusUnicase-Bold.ttf",1.031,0.252,0
"/ofl/deliusunicase/DeliusUnicase-Regular.ttf",1.016,0.236,0
"/ofl/dellarespira/DellaRespira-Regular.ttf",1.072265625,0.2963867188,0
"/ofl/denkone/DenkOne-Regular.ttf",1.034179688,0.2158203125,0
"/ofl/devonshire/Devonshire-Regular.ttf",0.981,0.433,0
"/ofl/dhurjati/Dhurjati-Regular.ttf",1.265517241,0.5850574713,0
"/ofl/dhyana/Dhyana-Bold.ttf",1.238769531,0.3740234375,0
"/ofl/dhyana/Dhyana-Regular.ttf",1.238769531,0.3740234375,0
"/ofl/didactgothic/DidactGothic-Regular.ttf",1.046,0.265,0
"/ofl/digitalnumbers/DigitalNumbers-Regular.ttf",0.974,0.317,0
"/ofl/diplomata/Diplomata-Regular.ttf",0.93,0.287,0
"/ofl/diplomatasc/DiplomataSC-Regular.ttf",0.93,0.287,0
"/ofl/dmmono/DMMono-Italic.ttf",0.992,0.31,0
"/ofl/dmmono/DMMono-Light.ttf",0.992,0.31,0
"/ofl/dmmono/DMMono-LightItalic.ttf",0.992,0.31,0
"/ofl/dmmono/DMMono-Medium.ttf",0.992,0.31,0
"/ofl/dmmono/DMMono-MediumItalic.ttf",0.992,0.31,0
"/ofl/dmmono/DMMono-Regular.ttf",0.992,0.31,0
"/ofl/dmsans/DMSans-Bold.ttf",0.992,0.31,0
"/ofl/dmsans/DMSans-BoldItalic.ttf",0.992,0.31,0
"/ofl/dmsans/DMSans-Italic.ttf",0.992,0.31,0
"/ofl/dmsans/DMSans-Medium.ttf",0.992,0.31,0
"/ofl/dmsans/DMSans-MediumItalic.ttf",0.992,0.31,0
"/ofl/dmsans/DMSans-Regular.ttf",0.992,0.31,0
"/ofl/dmserifdisplay/DMSerifDisplay-Italic.ttf",1.036,0.335,0
"/ofl/dmserifdisplay/DMSerifDisplay-Regular.ttf",1.036,0.335,0
"/ofl/dmseriftext/DMSerifText-Italic.ttf",1.036,0.335,0
"/ofl/dmseriftext/DMSerifText-Regular.ttf",1.036,0.335,0
"/ofl/dohyeon/DoHyeon-Regular.ttf",0.8,0.2,0.25
"/ofl/dokdo/Dokdo-Regular.ttf",0.696,0.304,0.25
"/ofl/domine/Domine[wght].ttf",0.9,0.24,0
"/ofl/donegalone/DonegalOne-Regular.ttf",0.9765625,0.2734375,0
"/ofl/dongle/Dongle-Bold.ttf",0.85,0.598,0
"/ofl/dongle/Dongle-Light.ttf",0.85,0.598,0
"/ofl/dongle/Dongle-Regular.ttf",0.85,0.598,0
"/ofl/doppioone/DoppioOne-Regular.ttf",1.005859375,0.244140625,0
"/ofl/dorsa/Dorsa-Regular.ttf",0.857,0.2,0
"/ofl/dosis/Dosis[wght].ttf",1.027,0.237,0
"/ofl/dotgothic16/DotGothic16-Regular.ttf",1.16,0.288,0
"/ofl/drsugiyama/DrSugiyama-Regular.ttf",1.009,0.45,0
"/ofl/durusans/DuruSans-Regular.ttf",0.986328125,0.263671875,0
"/ofl/dynalight/Dynalight-Regular.ttf",0.8984375,0.3149414063,0
"/ofl/eaglelake/EagleLake-Regular.ttf",1.181640625,0.4516601563,0
"/ofl/eastseadokdo/EastSeaDokdo-Regular.ttf",0.706,0.294,0.25
"/ofl/eater/Eater-Regular.ttf",1.415039063,0.4487304688,0
"/ofl/ebgaramond/EBGaramond-Italic[wght].ttf",1.007,0.298,0
"/ofl/ebgaramond/EBGaramond[wght].ttf",1.007,0.298,0
"/ofl/economica/Economica-Bold.ttf",0.949,0.2,0
"/ofl/economica/Economica-BoldItalic.ttf",0.949,0.2,0
"/ofl/economica/Economica-Italic.ttf",0.949,0.2,0
"/ofl/economica/Economica-Regular.ttf",0.949,0.2,0
"/ofl/eczar/Eczar[wght].ttf",1.143,0.634,0
"/ofl/ekmukta/EkMukta-Bold.ttf",1.13,0.532,0
"/ofl/ekmukta/EkMukta-ExtraBold.ttf",1.13,0.532,0
"/ofl/ekmukta/EkMukta-ExtraLight.ttf",1.13,0.532,0
"/ofl/ekmukta/EkMukta-Light.ttf",1.13,0.532,0
"/ofl/ekmukta/EkMukta-Medium.ttf",1.13,0.532,0
"/ofl/ekmukta/EkMukta-Regular.ttf",1.13,0.532,0
"/ofl/ekmukta/EkMukta-SemiBold.ttf",1.13,0.532,0
"/ofl/electrolize/Electrolize-Regular.ttf",0.911,0.275,0
"/ofl/elmessiri/ElMessiri[wght].ttf",1.019,0.544,0
"/ofl/elsie/Elsie-Black.ttf",0.878,0.274,0
"/ofl/elsie/Elsie-Regular.ttf",0.878,0.274,0
"/ofl/elsieswashcaps/ElsieSwashCaps-Black.ttf",0.878,0.274,0
"/ofl/elsieswashcaps/ElsieSwashCaps-Regular.ttf",0.878,0.274,0
"/ofl/emblemaone/EmblemaOne-Regular.ttf",0.9267578125,0.2666015625,0
"/ofl/emilyscandy/EmilysCandy-Regular.ttf",varies by OS,varies by OS,varies by OS
"/ofl/encodesans/EncodeSans[wdth,wght].ttf",1.03,0.22,0
"/ofl/encodesanscondensed/EncodeSansCondensed-Black.ttf",1.03,0.22,0
"/ofl/encodesanscondensed/EncodeSansCondensed-Bold.ttf",1.03,0.22,0
"/ofl/encodesanscondensed/EncodeSansCondensed-ExtraBold.ttf",1.03,0.22,0
"/ofl/encodesanscondensed/EncodeSansCondensed-ExtraLight.ttf",1.03,0.22,0
"/ofl/encodesanscondensed/EncodeSansCondensed-Light.ttf",1.03,0.22,0
"/ofl/encodesanscondensed/EncodeSansCondensed-Medium.ttf",1.03,0.22,0
"/ofl/encodesanscondensed/EncodeSansCondensed-Regular.ttf",1.03,0.22,0
"/ofl/encodesanscondensed/EncodeSansCondensed-SemiBold.ttf",1.03,0.22,0
"/ofl/encodesanscondensed/EncodeSansCondensed-Thin.ttf",1.03,0.22,0
"/ofl/encodesansexpanded/EncodeSansExpanded-Black.ttf",1.03,0.22,0
"/ofl/encodesansexpanded/EncodeSansExpanded-Bold.ttf",1.03,0.22,0
"/ofl/encodesansexpanded/EncodeSansExpanded-ExtraBold.ttf",1.03,0.22,0
"/ofl/encodesansexpanded/EncodeSansExpanded-ExtraLight.ttf",1.03,0.22,0
"/ofl/encodesansexpanded/EncodeSansExpanded-Light.ttf",1.03,0.22,0
"/ofl/encodesansexpanded/EncodeSansExpanded-Medium.ttf",1.03,0.22,0
"/ofl/encodesansexpanded/EncodeSansExpanded-Regular.ttf",1.03,0.22,0
"/ofl/encodesansexpanded/EncodeSansExpanded-SemiBold.ttf",1.03,0.22,0
"/ofl/encodesansexpanded/EncodeSansExpanded-Thin.ttf",1.03,0.22,0
"/ofl/encodesanssc/EncodeSansSC[wdth,wght].ttf",1.03,0.22,0
"/ofl/encodesanssemicondensed/EncodeSansSemiCondensed-Black.ttf",1.03,0.22,0
"/ofl/encodesanssemicondensed/EncodeSansSemiCondensed-Bold.ttf",1.03,0.22,0
"/ofl/encodesanssemicondensed/EncodeSansSemiCondensed-ExtraBold.ttf",1.03,0.22,0
"/ofl/encodesanssemicondensed/EncodeSansSemiCondensed-ExtraLight.ttf",1.03,0.22,0
"/ofl/encodesanssemicondensed/EncodeSansSemiCondensed-Light.ttf",1.03,0.22,0
"/ofl/encodesanssemicondensed/EncodeSansSemiCondensed-Medium.ttf",1.03,0.22,0
"/ofl/encodesanssemicondensed/EncodeSansSemiCondensed-Regular.ttf",1.03,0.22,0
"/ofl/encodesanssemicondensed/EncodeSansSemiCondensed-SemiBold.ttf",1.03,0.22,0
"/ofl/encodesanssemicondensed/EncodeSansSemiCondensed-Thin.ttf",1.03,0.22,0
"/ofl/encodesanssemiexpanded/EncodeSansSemiExpanded-Black.ttf",1.03,0.22,0
"/ofl/encodesanssemiexpanded/EncodeSansSemiExpanded-Bold.ttf",1.03,0.22,0
"/ofl/encodesanssemiexpanded/EncodeSansSemiExpanded-ExtraBold.ttf",1.03,0.22,0
"/ofl/encodesanssemiexpanded/EncodeSansSemiExpanded-ExtraLight.ttf",1.03,0.22,0
"/ofl/encodesanssemiexpanded/EncodeSansSemiExpanded-Light.ttf",1.03,0.22,0
"/ofl/encodesanssemiexpanded/EncodeSansSemiExpanded-Medium.ttf",1.03,0.22,0
"/ofl/encodesanssemiexpanded/EncodeSansSemiExpanded-Regular.ttf",1.03,0.22,0
"/ofl/encodesanssemiexpanded/EncodeSansSemiExpanded-SemiBold.ttf",1.03,0.22,0
"/ofl/encodesanssemiexpanded/EncodeSansSemiExpanded-Thin.ttf",1.03,0.22,0
"/ofl/engagement/Engagement-Regular.ttf",0.8999023438,0.333984375,0
"/ofl/englebert/Englebert-Regular.ttf",varies by OS,varies by OS,varies by OS
"/ofl/enriqueta/Enriqueta-Bold.ttf",1.077,0.261,0
"/ofl/enriqueta/Enriqueta-Medium.ttf",1.077,0.261,0
"/ofl/enriqueta/Enriqueta-Regular.ttf",1.077,0.261,0
"/ofl/enriqueta/Enriqueta-SemiBold.ttf",1.077,0.261,0
"/ofl/ephesis/Ephesis-Regular.ttf",0.9,0.4,0
"/ofl/epilogue/Epilogue-Italic[wght].ttf",0.79,0.235,0
"/ofl/epilogue/Epilogue[wght].ttf",0.79,0.235,0
"/ofl/ericaone/EricaOne-Regular.ttf",1.153,0.339,0
"/ofl/esteban/Esteban-Regular.ttf",0.984,0.29,0
"/ofl/estonia/Estonia-Regular.ttf",0.9,0.34,0
"/ofl/euphoriascript/EuphoriaScript-Regular.ttf",0.8112,0.3536,0
"/ofl/ewert/Ewert-Regular.ttf",0.944,0.299,0
"/ofl/exo/Exo-Italic[wght].ttf",1.002,0.327,0
"/ofl/exo/Exo[wght].ttf",1.002,0.327,0
"/ofl/exo2/Exo2-Italic[wght].ttf",0.999,0.201,0
"/ofl/exo2/Exo2[wght].ttf",0.999,0.201,0
"/ofl/expletussans/ExpletusSans-Italic[wght].ttf",1.033,0.306,0
"/ofl/expletussans/ExpletusSans[wght].ttf",1.033,0.306,0
"/ofl/explora/Explora-Regular.ttf",0.85,0.35,0
"/ofl/fahkwang/Fahkwang-Bold.ttf",1.008,0.292,0
"/ofl/fahkwang/Fahkwang-BoldItalic.ttf",1.008,0.292,0
"/ofl/fahkwang/Fahkwang-ExtraLight.ttf",1.008,0.292,0
"/ofl/fahkwang/Fahkwang-ExtraLightItalic.ttf",1.008,0.292,0
"/ofl/fahkwang/Fahkwang-Italic.ttf",1.008,0.292,0
"/ofl/fahkwang/Fahkwang-Light.ttf",1.008,0.292,0
"/ofl/fahkwang/Fahkwang-LightItalic.ttf",1.008,0.292,0
"/ofl/fahkwang/Fahkwang-Medium.ttf",1.008,0.292,0
"/ofl/fahkwang/Fahkwang-MediumItalic.ttf",1.008,0.292,0
"/ofl/fahkwang/Fahkwang-Regular.ttf",1.008,0.292,0
"/ofl/fahkwang/Fahkwang-SemiBold.ttf",1.008,0.292,0
"/ofl/fahkwang/Fahkwang-SemiBoldItalic.ttf",1.008,0.292,0
"/ofl/familjengrotesk/FamiljenGrotesk-Italic[wght].ttf",1.025,0.225,0
"/ofl/familjengrotesk/FamiljenGrotesk[wght].ttf",1.025,0.225,0
"/ofl/fanwoodtext/FanwoodText-Italic.ttf",0.9182128906,0.3928222656,0
"/ofl/fanwoodtext/FanwoodText-Regular.ttf",0.9182128906,0.3928222656,0
"/ofl/farro/Farro-Bold.ttf",varies by OS,varies by OS,varies by OS
"/ofl/farro/Farro-Light.ttf",varies by OS,varies by OS,varies by OS
"/ofl/farro/Farro-Medium.ttf",varies by OS,varies by OS,varies by OS
"/ofl/farro/Farro-Regular.ttf",varies by OS,varies by OS,varies by OS
"/ofl/farsan/Farsan-Regular.ttf",varies by OS,varies by OS,varies by OS
"/ofl/fascinate/Fascinate-Regular.ttf",1.037597656,0.2885742188,0
"/ofl/fascinateinline/FascinateInline-Regular.ttf",1.037597656,0.2885742188,0
"/ofl/fasterone/FasterOne-Regular.ttf",0.898,0.165,0
"/ofl/fasthand/Fasthand-Regular.ttf",1.220703125,0.5859375,0
"/ofl/faunaone/FaunaOne-Regular.ttf",0.987,0.243,0
"/ofl/faustina/Faustina-Italic[wght].ttf",1.043,0.217,0
"/ofl/faustina/Faustina[wght].ttf",1.043,0.217,0
"/ofl/federant/Federant-Regular.ttf",0.942,0.284,0
"/ofl/federo/Federo-Regular.ttf",0.9194335938,0.2587890625,0
"/ofl/felipa/Felipa-Regular.ttf",0.966,0.319,0
"/ofl/fenix/Fenix-Regular.ttf",0.879,0.238,0
"/ofl/festive/Festive-Regular.ttf",1.1,0.59,0
"/ofl/fingerpaint/FingerPaint-Regular.ttf",1.097,0.377,0
"/ofl/firacode/FiraCode[wght].ttf",0.99,0.322,0
"/ofl/firamono/FiraMono-Bold.ttf",0.935,0.265,0
"/ofl/firamono/FiraMono-Medium.ttf",0.935,0.265,0
"/ofl/firamono/FiraMono-Regular.ttf",0.935,0.265,0
"/ofl/firasans/FiraSans-Black.ttf",0.935,0.265,0
"/ofl/firasans/FiraSans-BlackItalic.ttf",0.935,0.265,0
"/ofl/firasans/FiraSans-Bold.ttf",0.935,0.265,0
"/ofl/firasans/FiraSans-BoldItalic.ttf",0.935,0.265,0
"/ofl/firasans/FiraSans-ExtraBold.ttf",0.935,0.265,0
"/ofl/firasans/FiraSans-ExtraBoldItalic.ttf",0.935,0.265,0
"/ofl/firasans/FiraSans-ExtraLight.ttf",0.935,0.265,0
"/ofl/firasans/FiraSans-ExtraLightItalic.ttf",0.935,0.265,0
"/ofl/firasans/FiraSans-Italic.ttf",0.935,0.265,0
"/ofl/firasans/FiraSans-Light.ttf",0.935,0.265,0
"/ofl/firasans/FiraSans-LightItalic.ttf",0.935,0.265,0
"/ofl/firasans/FiraSans-Medium.ttf",0.935,0.265,0
"/ofl/firasans/FiraSans-MediumItalic.ttf",0.935,0.265,0
"/ofl/firasans/FiraSans-Regular.ttf",0.935,0.265,0
"/ofl/firasans/FiraSans-SemiBold.ttf",0.935,0.265,0
"/ofl/firasans/FiraSans-SemiBoldItalic.ttf",0.935,0.265,0
"/ofl/firasans/FiraSans-Thin.ttf",0.935,0.265,0
"/ofl/firasans/FiraSans-ThinItalic.ttf",0.935,0.265,0
"/ofl/firasanscondensed/FiraSansCondensed-Black.ttf",0.935,0.265,0
"/ofl/firasanscondensed/FiraSansCondensed-BlackItalic.ttf",0.935,0.265,0
"/ofl/firasanscondensed/FiraSansCondensed-Bold.ttf",0.935,0.265,0
"/ofl/firasanscondensed/FiraSansCondensed-BoldItalic.ttf",0.935,0.265,0
"/ofl/firasanscondensed/FiraSansCondensed-ExtraBold.ttf",0.935,0.265,0
"/ofl/firasanscondensed/FiraSansCondensed-ExtraBoldItalic.ttf",0.935,0.265,0
"/ofl/firasanscondensed/FiraSansCondensed-ExtraLight.ttf",0.935,0.265,0
"/ofl/firasanscondensed/FiraSansCondensed-ExtraLightItalic.ttf",0.935,0.265,0
"/ofl/firasanscondensed/FiraSansCondensed-Italic.ttf",0.935,0.265,0
"/ofl/firasanscondensed/FiraSansCondensed-Light.ttf",0.935,0.265,0
"/ofl/firasanscondensed/FiraSansCondensed-LightItalic.ttf",0.935,0.265,0
"/ofl/firasanscondensed/FiraSansCondensed-Medium.ttf",0.935,0.265,0
"/ofl/firasanscondensed/FiraSansCondensed-MediumItalic.ttf",0.935,0.265,0
"/ofl/firasanscondensed/FiraSansCondensed-Regular.ttf",0.935,0.265,0
"/ofl/firasanscondensed/FiraSansCondensed-SemiBold.ttf",0.935,0.265,0
"/ofl/firasanscondensed/FiraSansCondensed-SemiBoldItalic.ttf",0.935,0.265,0
"/ofl/firasanscondensed/FiraSansCondensed-Thin.ttf",0.935,0.265,0
"/ofl/firasanscondensed/FiraSansCondensed-ThinItalic.ttf",0.935,0.265,0
"/ofl/firasansextracondensed/FiraSansExtraCondensed-Black.ttf",0.935,0.265,0
"/ofl/firasansextracondensed/FiraSansExtraCondensed-BlackItalic.ttf",0.935,0.265,0
"/ofl/firasansextracondensed/FiraSansExtraCondensed-Bold.ttf",0.935,0.265,0
"/ofl/firasansextracondensed/FiraSansExtraCondensed-BoldItalic.ttf",0.935,0.265,0
"/ofl/firasansextracondensed/FiraSansExtraCondensed-ExtraBold.ttf",0.935,0.265,0
"/ofl/firasansextracondensed/FiraSansExtraCondensed-ExtraBoldItalic.ttf",0.935,0.265,0
"/ofl/firasansextracondensed/FiraSansExtraCondensed-ExtraLight.ttf",0.935,0.265,0
"/ofl/firasansextracondensed/FiraSansExtraCondensed-ExtraLightItalic.ttf",0.935,0.265,0
"/ofl/firasansextracondensed/FiraSansExtraCondensed-Italic.ttf",0.935,0.265,0
"/ofl/firasansextracondensed/FiraSansExtraCondensed-Light.ttf",0.935,0.265,0
"/ofl/firasansextracondensed/FiraSansExtraCondensed-LightItalic.ttf",0.935,0.265,0
"/ofl/firasansextracondensed/FiraSansExtraCondensed-Medium.ttf",0.935,0.265,0
"/ofl/firasansextracondensed/FiraSansExtraCondensed-MediumItalic.ttf",0.935,0.265,0
"/ofl/firasansextracondensed/FiraSansExtraCondensed-Regular.ttf",0.935,0.265,0
"/ofl/firasansextracondensed/FiraSansExtraCondensed-SemiBold.ttf",0.935,0.265,0
"/ofl/firasansextracondensed/FiraSansExtraCondensed-SemiBoldItalic.ttf",0.935,0.265,0
"/ofl/firasansextracondensed/FiraSansExtraCondensed-Thin.ttf",0.935,0.265,0
"/ofl/firasansextracondensed/FiraSansExtraCondensed-ThinItalic.ttf",0.935,0.265,0
"/ofl/fjallaone/FjallaOne-Regular.ttf",1.008789063,0.248046875,0
"/ofl/fjordone/FjordOne-Regular.ttf",0.947265625,0.302734375,0
"/ofl/flamenco/Flamenco-Light.ttf",0.801,0.231,0
"/ofl/flamenco/Flamenco-Regular.ttf",0.8,0.231,0
"/ofl/flavors/Flavors-Regular.ttf",varies by OS,varies by OS,varies by OS
"/ofl/fleurdeleah/FleurDeLeah-Regular.ttf",0.92,0.45,0
"/ofl/flowblock/FlowBlock-Regular.ttf",1,0.2,0
"/ofl/flowcircular/FlowCircular-Regular.ttf",1,0.2,0
"/ofl/flowrounded/FlowRounded-Regular.ttf",1,0.2,0
"/ofl/fondamento/Fondamento-Italic.ttf",1.005859375,0.3779296875,0
"/ofl/fondamento/Fondamento-Regular.ttf",1.005859375,0.3779296875,0
"/ofl/forum/Forum-Regular.ttf",0.856,0.248,0
"/ofl/francoisone/FrancoisOne-Regular.ttf",1.089,0.329,0
"/ofl/frankruhllibre/FrankRuhlLibre-Black.ttf",0.957,0.334,0
"/ofl/frankruhllibre/FrankRuhlLibre-Bold.ttf",0.957,0.334,0
"/ofl/frankruhllibre/FrankRuhlLibre-Light.ttf",0.957,0.334,0
"/ofl/frankruhllibre/FrankRuhlLibre-Medium.ttf",0.957,0.334,0
"/ofl/frankruhllibre/FrankRuhlLibre-Regular.ttf",0.957,0.334,0
"/ofl/fraunces/Fraunces-Italic[SOFT,WONK,opsz,wght].ttf",0.978,0.255,0
"/ofl/fraunces/Fraunces[SOFT,WONK,opsz,wght].ttf",0.978,0.255,0
"/ofl/freckleface/FreckleFace-Regular.ttf",0.9501953125,0.2788085938,0
"/ofl/frederickathegreat/FrederickatheGreat-Regular.ttf",0.9775390625,0.248046875,0
"/ofl/fredoka/Fredoka[wdth,wght].ttf",0.974,0.236,0
"/ofl/fredokaone/FredokaOne-Regular.ttf",0.974,0.236,0
"/ofl/freehand/Freehand-Regular.ttf",1.220703125,0.5859375,0
"/ofl/fresca/Fresca-Regular.ttf",0.869,0.285,0
"/ofl/frijole/Frijole-Regular.ttf",1.049804688,0.3291015625,0
"/ofl/fruktur/Fruktur-Regular.ttf",0.986328125,0.263671875,0
"/ofl/fugazone/FugazOne-Regular.ttf",1.046,0.422,0
"/ofl/fuggles/Fuggles-Regular.ttf",0.85,0.351,0
"/ofl/fuzzybubbles/FuzzyBubbles-Bold.ttf",0.9,0.35,0
"/ofl/fuzzybubbles/FuzzyBubbles-Regular.ttf",0.9,0.35,0
"/ofl/gabriela/Gabriela-Regular.ttf",0.986,0.295,0
"/ofl/gaegu/Gaegu-Bold.ttf",0.76,0.24,0.25
"/ofl/gaegu/Gaegu-Light.ttf",0.76,0.24,0.25
"/ofl/gaegu/Gaegu-Regular.ttf",0.76,0.24,0.25
"/ofl/gafata/Gafata-Regular.ttf",0.921,0.202,0
"/ofl/galada/Galada-Regular.ttf",1.035,0.592,0
"/ofl/galdeano/Galdeano-Regular.ttf",0.82,0.23,0
"/ofl/galindo/Galindo-Regular.ttf",0.9833984375,0.4311523438,0
"/ofl/gamjaflower/GamjaFlower-Regular.ttf",0.78125,0.21875,0.25
"/ofl/gayathri/Gayathri-Bold.ttf",0.732421875,0.48828125,0
"/ofl/gayathri/Gayathri-Regular.ttf",0.732421875,0.48828125,0
"/ofl/gayathri/Gayathri-Thin.ttf",0.732421875,0.48828125,0
"/ofl/gelasio/Gelasio-Bold.ttf",0.927734375,0.341796875,0
"/ofl/gelasio/Gelasio-BoldItalic.ttf",0.927734375,0.341796875,0
"/ofl/gelasio/Gelasio-Italic.ttf",0.927734375,0.341796875,0
"/ofl/gelasio/Gelasio-Medium.ttf",0.927734375,0.341796875,0
"/ofl/gelasio/Gelasio-MediumItalic.ttf",0.927734375,0.341796875,0
"/ofl/gelasio/Gelasio-Regular.ttf",0.927734375,0.341796875,0
"/ofl/gelasio/Gelasio-SemiBold.ttf",0.927734375,0.341796875,0
"/ofl/gelasio/Gelasio-SemiBoldItalic.ttf",0.927734375,0.341796875,0
"/ofl/gemunulibre/GemunuLibre[wght].ttf",0.884,0.2,0
"/ofl/genos/Genos-Italic[wght].ttf",0.9,0.3,0
"/ofl/genos/Genos[wght].ttf",0.9,0.3,0
"/ofl/gentiumbasic/GenBasB.ttf",0.8740234375,0.283203125,0
"/ofl/gentiumbasic/GenBasBI.ttf",0.8740234375,0.283203125,0
"/ofl/gentiumbasic/GenBasI.ttf",0.8740234375,0.283203125,0
"/ofl/gentiumbasic/GenBasR.ttf",0.8740234375,0.283203125,0
"/ofl/gentiumbookbasic/GenBkBasB.ttf",0.8740234375,0.283203125,0
"/ofl/gentiumbookbasic/GenBkBasBI.ttf",0.8740234375,0.283203125,0
"/ofl/gentiumbookbasic/GenBkBasI.ttf",0.8740234375,0.283203125,0
"/ofl/gentiumbookbasic/GenBkBasR.ttf",0.8740234375,0.283203125,0
"/ofl/geo/Geo-Oblique.ttf",varies by OS,varies by OS,varies by OS
"/ofl/geo/Geo-Regular.ttf",varies by OS,varies by OS,varies by OS
"/ofl/georama/Georama-Italic[wdth,wght].ttf",0.968,0.226,0
"/ofl/georama/Georama[wdth,wght].ttf",0.968,0.226,0
"/ofl/geostar/Geostar-Regular.ttf",0.922,0.226,0
"/ofl/geostarfill/GeostarFill-Regular.ttf",0.922,0.226,0
"/ofl/germaniaone/GermaniaOne-Regular.ttf",0.911,0.25,0
"/ofl/gfsdidot/GFSDidot-Regular.ttf",varies by OS,varies by OS,varies by OS
"/ofl/gfsneohellenic/GFSNeohellenic.ttf",varies by OS,varies by OS,varies by OS
"/ofl/gfsneohellenic/GFSNeohellenicBold.ttf",varies by OS,varies by OS,varies by OS
"/ofl/gfsneohellenic/GFSNeohellenicBoldItalic.ttf",varies by OS,varies by OS,varies by OS
"/ofl/gfsneohellenic/GFSNeohellenicItalic.ttf",varies by OS,varies by OS,varies by OS
"/ofl/gideonroman/GideonRoman-Regular.ttf",0.9,0.3,0
"/ofl/gidugu/Gidugu-Regular.ttf",1.151245552,0.7028469751,0
"/ofl/gildadisplay/GildaDisplay-Regular.ttf",0.892,0.285,0
"/ofl/girassol/Girassol-Regular.ttf",varies by OS,varies by OS,varies by OS
"/ofl/giveyouglory/GiveYouGlory.ttf",varies by OS,varies by OS,varies by OS
"/ofl/glassantiqua/GlassAntiqua-Regular.ttf",0.835,0.2,0
"/ofl/glegoo/Glegoo-Bold.ttf",1.267,0.526,0
"/ofl/glegoo/Glegoo-Regular.ttf",1.267,0.526,0
"/ofl/gloriahallelujah/GloriaHallelujah.ttf",1.405273438,0.5771484375,0
"/ofl/glory/Glory-Italic[wght].ttf",0.9,0.22,0
"/ofl/glory/Glory[wght].ttf",0.9,0.22,0
"/ofl/gluten/Gluten[wght].ttf",0.645,0.2375,0
"/ofl/goblinone/GoblinOne.ttf",0.9375,0.3125,0
"/ofl/gochihand/GochiHand-Regular.ttf",0.7709960938,0.4077148438,0
"/ofl/goldman/Goldman-Bold.ttf",0.9,0.3,0
"/ofl/goldman/Goldman-Regular.ttf",0.9,0.3,0
"/ofl/gorditas/Gorditas-Bold.ttf",0.954,0.259,0
"/ofl/gorditas/Gorditas-Regular.ttf",0.954,0.259,0
"/ofl/gothica1/GothicA1-Black.ttf",0.7978515625,0.2021484375,0.25
"/ofl/gothica1/GothicA1-Bold.ttf",0.7978515625,0.2021484375,0.25
"/ofl/gothica1/GothicA1-ExtraBold.ttf",0.7978515625,0.2021484375,0.25
"/ofl/gothica1/GothicA1-ExtraLight.ttf",0.7978515625,0.2021484375,0.25
"/ofl/gothica1/GothicA1-Light.ttf",0.7978515625,0.2021484375,0.25
"/ofl/gothica1/GothicA1-Medium.ttf",0.7978515625,0.2021484375,0.25
"/ofl/gothica1/GothicA1-Regular.ttf",0.7978515625,0.2021484375,0.25
"/ofl/gothica1/GothicA1-SemiBold.ttf",0.7978515625,0.2021484375,0.25
"/ofl/gothica1/GothicA1-Thin.ttf",0.7978515625,0.2021484375,0.25
"/ofl/gotu/Gotu-Regular.ttf",varies by OS,varies by OS,varies by OS
"/ofl/goudybookletter1911/GoudyBookletter1911.ttf",varies by OS,varies by OS,varies by OS
"/ofl/gowunbatang/GowunBatang-Bold.ttf",1.16,0.288,0
"/ofl/gowunbatang/GowunBatang-Regular.ttf",1.16,0.288,0
"/ofl/gowundodum/GowunDodum-Regular.ttf",1.16,0.288,0
"/ofl/graduate/Graduate-Regular.ttf",0.953,0.186,0
"/ofl/grandhotel/GrandHotel-Regular.ttf",0.9462890625,0.412109375,0
"/ofl/grandstander/Grandstander-Italic[wght].ttf",0.7325,0.265,0
"/ofl/grandstander/Grandstander[wght].ttf",0.7325,0.265,0
"/ofl/grapenuts/GrapeNuts-Regular.ttf",0.9,0.325,0
"/ofl/gravitasone/GravitasOne.ttf",0.9458007813,0.326171875,0
"/ofl/greatvibes/GreatVibes-Regular.ttf",0.851,0.401,0
"/ofl/grechenfuemen/GrechenFuemen-Regular.ttf",0.9,0.32,0
"/ofl/grenze/Grenze-Black.ttf",1.1,0.38,0
"/ofl/grenze/Grenze-BlackItalic.ttf",1.1,0.38,0
"/ofl/grenze/Grenze-Bold.ttf",1.1,0.38,0
"/ofl/grenze/Grenze-BoldItalic.ttf",1.1,0.38,0
"/ofl/grenze/Grenze-ExtraBold.ttf",1.1,0.38,0
"/ofl/grenze/Grenze-ExtraBoldItalic.ttf",1.1,0.38,0
"/ofl/grenze/Grenze-ExtraLight.ttf",1.1,0.38,0
"/ofl/grenze/Grenze-ExtraLightItalic.ttf",1.1,0.38,0
